"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         727,       6.081215307,       8.393131724,       9.077877804,       12.29118655
          0,           0,         728,       5.979811184,        8.48183973,        8.99910418,       12.25591741
          0,           0,         729,        5.88835401,        8.21983879,       8.891925469,       12.20729448
          0,           0,         730,       5.841240673,       8.281549077,       8.873134736,       12.18616139
          0,           0,         731,       5.813892664,       8.380982457,       9.025934591,       12.34764209
          0,           0,         732,       5.733907195,       8.147712406,       8.785092247,       12.08381602
          0,           0,         733,       5.668681052,       8.253025505,       8.723438581,       12.01702594
          0,           0,         734,       5.569292456,       7.996682541,       8.637829901,       11.93618069
          0,           0,         735,       5.480214894,       7.959828457,       8.560398392,       11.87195438
          0,           0,         736,       5.388249708,       7.930364092,        8.48748559,       11.81535704
          0,           0,         737,       5.299643889,       7.915113616,       8.420649021,       11.76512418
          0,           0,         738,       5.219732591,       7.917024764,       8.370230947,       11.73063613
          0,           0,         739,         5.1503927,       7.908257655,       8.336872185,        11.7107557
          0,           0,         740,       5.097648442,        7.94865451,       8.315299201,       11.70426653
          0,           0,         741,       5.049243231,       7.958026655,       8.297476777,       11.68960246
          0,           0,         742,       4.992163039,        7.94051423,       8.268335131,       11.66941828
          0,           0,         743,       4.938155277,       7.939329803,       8.244430973,       11.64489298
          0,           0,         744,       5.442982149,       8.559393502,       8.734234838,       11.92900926
          0,           0,         745,       4.906663628,       7.941796655,       8.247866901,       11.64413749
          0,           0,         746,       5.422461412,       8.541077142,        8.71653342,       11.91774943
          0,           0,         747,       4.870474753,       7.887828395,       8.227353889,       11.62840041
          0,           0,         748,       4.846908869,       7.857703175,       8.212090655,       11.62031043
          0,           0,         749,       4.820423598,       7.831651116,       8.194842018,       11.60007255
          0,           0,         750,       5.010930873,       8.105798074,       8.337852878,        11.6496748
          0,           0,         751,       4.827471643,       7.875960074,       8.198012367,       11.59212159
          0,           0,         752,       4.798848722,       7.820503767,       8.179476942,       11.59202499
          0,           0,         753,       4.825068177,        7.81946391,        8.17971383,       11.60372231
          0,           0,         754,       4.818979375,        7.81605501,        8.17342059,       11.60162083
          0,           0,         755,       4.841622293,       7.864282718,        8.18466016,       11.61803658
          0,           0,         756,        4.82630167,       7.855085621,       8.175923709,       11.59543546
          0,           0,         757,       4.815024766,       7.863266626,       8.181806882,       11.58367328
          0,           0,         758,       4.813514118,       7.867557396,       8.177210622,       11.58156344
          0,           0,         759,        4.81284869,       7.860436566,       8.183003604,       11.58283189
          0,           0,         760,       4.817032962,       7.831468999,       8.175369212,        11.5875332
          0,           0,         761,       4.837328446,       7.874793895,       8.176077939,       11.62716074
          0,           0,         762,       4.886972269,       7.947655845,       8.197045656,       11.64830793
          0,           0,         763,       4.961939914,       8.063985803,       8.239106118,       11.66777533
          0,           0,         764,       4.965262728,        8.08753458,       8.253575321,       11.69808241
          0,           0,         765,        5.02485797,       8.152778495,       8.322061772,        11.7232063
          0,           0,         766,       5.079807675,       8.195150768,       8.381202264,       11.74315585
          0,           0,         767,       5.047920105,       8.146679647,       8.342645401,       11.70776121
          0,           0,         768,       5.091046011,       8.193497778,       8.381181654,       11.72882105
          0,           0,         769,       5.112618584,       8.220626077,       8.404238427,       11.73426844
          0,           0,         770,       5.055278695,       8.162468805,       8.359993138,       11.70286351
          0,           0,         771,       4.993967167,       8.099641339,       8.303456708,       11.66733582
          0,           0,         772,       4.964198854,        8.07005665,       8.274812431,       11.66010409
          0,           0,         773,        4.96822762,       8.065303605,       8.265173779,       11.68418754
          0,           0,         774,       5.023099284,       8.127641792,       8.259659019,       11.74910368
          0,           0,         775,       5.053804889,       8.164845989,       8.232233874,       11.77379072
          0,           0,         776,       5.071529476,       8.187179137,       8.224664325,       11.77798746
          0,           0,         777,       5.049518224,        8.16681206,       8.217008631,       11.76240263
          0,           0,         778,       4.996012542,        8.11180414,        8.22415877,       11.74666431
          0,           0,         779,        5.02893976,        8.12674988,       8.251864452,       11.76993424
          0,           0,         780,       5.036696064,       8.134607636,        8.26657401,       11.81951917
          0,           0,         781,       5.049767013,       8.160993387,       8.257476774,       11.90351117
          0,           0,         782,       5.094713509,       8.189816805,       8.238210162,       11.93653365
          0,           0,         783,       5.029742519,       8.080849622,       8.211345615,       11.89977532
          0,           0,         784,        5.00484133,       8.029368045,       8.186250427,       11.83295946
          0,           0,         785,       5.035386695,       8.100405052,       8.188177599,       11.76989936
          0,           0,         786,       5.051466062,       8.135547483,       8.237865414,       11.73026777
          0,           0,         787,       5.057738522,       8.147344473,       8.240507639,       11.71894389
          0,           0,         788,       5.173446468,       8.245744791,       8.350715476,       11.75818885
          0,           0,         789,       5.192682526,        8.30907662,       8.277945715,       11.73754773
          0,           0,         790,       5.246088403,       8.365618149,       8.297193919,       11.72826458
          0,           0,         791,       5.314235305,       8.428474998,       8.340912865,       11.72667138
          0,           0,         792,       5.389911799,       8.507036837,       8.395322134,       11.76962602
          0,           0,         793,       5.439064873,       8.555456263,       8.436290517,       11.77021787
          0,           0,         794,       5.491089947,        8.60603166,       8.507749647,       11.79844298
          0,           0,         795,        5.12479061,       8.264455919,       8.198847355,       11.70600412
          0,           0,         796,       5.056177443,       8.185594383,       8.179906711,       11.70371945
          0,           0,         797,       4.966835901,        8.09577115,       8.166571727,       11.69705298
          0,           0,         798,       4.834463536,       7.943799526,       8.163576918,       11.67299069
          0,           0,         799,       4.820004425,       7.953420595,       8.155817117,       11.69382294
          0,           0,         800,       4.932612619,       8.054164934,        8.16097389,       11.66383931
          0,           0,         801,       5.034367008,       8.109888168,       8.428368313,       11.82501491
          0,           0,         802,       5.029333875,       8.099391477,       8.427573664,       11.83065063
          0,           0,         803,       5.024770407,       8.074136756,       8.425494723,       11.82843288
          0,           0,         804,       4.990355313,       8.033136441,        8.42434592,       11.82112972
          0,           0,         805,       4.954752093,       7.985216047,        8.42243311,       11.81333195
          0,           0,         806,       4.940084676,       7.981076522,       8.423631279,       11.80609106
          0,           0,         807,       4.936167705,        7.96739284,       8.423540942,       11.80221777
          0,           0,         808,       4.941740395,       7.985909555,       8.423180109,        11.8086818
          0,           0,         809,       4.933776496,       7.998041985,       8.423652963,       11.81978891
          0,           0,         810,       4.946594939,       8.016470574,       8.424174309,       11.82649961
          0,           0,         811,       4.947675574,       8.002018611,       8.424856836,       11.82563945
          0,           0,         812,       6.122688037,       9.253034746,       9.415744693,       12.57979991
          0,           0,         813,       5.048663233,       8.127183409,       8.438576998,       11.83047989
          0,           0,         814,       6.482383639,       8.589710441,       9.896284888,       13.01075352
          0,           0,         815,       5.048065949,       8.133407241,       8.445266373,       11.83687216
          0,           0,         816,       4.914418028,       7.998889353,       8.171000045,       11.67804518
          0,           0,         817,       4.861855748,       7.912747409,       8.171070507,       11.67295364
          0,           0,         818,       4.828631228,       7.887793471,       8.171815669,       11.68817748
          0,           0,         819,       4.806418651,       7.851694162,       8.157595497,       11.66016756
          0,           0,         820,       4.773353576,       7.837977404,       8.140305183,       11.62755721
          0,           0,         821,       4.735854626,        7.78867622,       8.145209228,       11.58686872
          0,           0,         822,       4.732199524,       7.759441638,        8.13781792,       11.58366191
          0,           0,         823,       4.780470699,       7.769623965,       8.184725554,       11.64633572
          0,           0,         824,       4.814340738,       7.809831987,       8.178212728,       11.68120516
          0,           0,         825,       4.825396354,       7.847534625,       8.179928355,       11.71368892
          0,           0,         826,       4.787475424,       7.776228435,       8.187613484,       11.70521649
          0,           0,         827,       4.779927999,       7.794738306,       8.201816415,       11.68856486
          0,           0,         828,       4.750551372,       7.771532421,       8.170459999,       11.63800041
          0,           0,         829,       4.740741301,       7.763403103,       8.173073317,       11.61819377
          0,           0,         830,       4.844411537,       7.912724079,       8.201192437,       11.63438774
          0,           0,         831,       4.849848865,       7.904923429,       8.169373337,       11.62952648
          0,           0,         832,       4.790811256,       7.786804733,       8.153452071,       11.61799919
          0,           0,         833,       4.798700519,       7.832678996,       8.185266293,       11.62359773
          0,           0,         834,       4.766603896,       7.770567631,       8.177377867,        11.6393255
          0,           0,         835,       4.783139261,       7.826925369,       8.172158549,       11.62745715
          0,           0,         836,       5.135517695,       8.138531215,       8.707780799,       12.05375006
          0,           0,         837,       4.880834989,        7.97381399,       8.173984063,        11.6471723
          0,           0,         838,       4.842109152,       7.988082891,       8.178856859,       11.65720417
          0,           0,         839,        4.78795082,       7.783874528,       8.160462372,       11.62558317
          0,           0,         840,       4.763959762,       7.745879067,        8.16961835,       11.60284026
          0,           0,         841,       4.840610013,       7.926347556,       8.168077434,        11.5932219
          0,           0,         842,       5.084899042,       8.230944803,        8.39807863,       11.69471792
          0,           0,         843,        4.81860681,       7.888333784,        8.16604019,       11.60519243
          0,           0,         844,       4.869220813,       7.895025344,       8.191425934,       11.61962814
          0,           0,         845,       4.867605015,       7.878500855,       8.188105985,       11.61998689
          0,           0,         846,       4.814813177,       7.809022835,       8.161409857,       11.60417384
          0,           0,         847,       4.814203196,       7.803947736,        8.17719117,       11.58536567
          0,           0,         848,       4.847900495,       7.834638496,       8.221397725,       11.59662461
          0,           0,         849,       4.851851055,       7.843634072,       8.243190182,       11.61507228
          0,           0,         850,       4.910469499,       7.893159151,       8.355455924,       11.70967576
          0,           0,         851,       5.021559682,       8.120500002,       8.237411011,       11.63452898
          0,           0,         852,       4.819604893,       7.793530023,       8.192645096,       11.62307338
          0,           0,         853,       4.778253843,        7.71773976,        8.20403914,       11.62289637
          0,           0,         854,       4.793973126,       7.723186455,       8.243534652,       11.62280599
          0,           0,         855,       5.037689621,       8.050397365,       8.390651975,       11.69217992
          0,           0,         856,       5.145688504,        8.17439153,       8.488289383,       11.75242283
          0,           0,         857,       5.281329491,       8.323274575,       8.621551032,       11.84778622
          0,           0,         858,       5.468770727,       8.543000908,       8.739161955,       11.89783162
          0,           0,         859,       5.600242845,       8.690628858,       8.872394363,       12.02098213
          0,           0,         860,       5.335155596,       8.415857171,       8.513283254,       11.76492256
          0,           0,         861,       5.344049376,       8.407610503,       8.546362663,       11.76584408
          0,           0,         862,       5.385307452,       8.443229788,       8.620611281,       11.81081594
          0,           0,         863,       5.441609975,       8.511246379,       8.651336598,       11.81227562
          0,           0,         864,       5.248922161,       8.302612078,       8.418539706,       11.68880894
          0,           0,         865,       5.245712763,       8.296533301,       8.437125612,       11.69911841
          0,           0,         866,       5.225807844,       8.286447469,       8.411167537,       11.69186605
          0,           0,         867,       5.190331099,       8.246694897,       8.386364331,       11.67920706
          0,           0,         868,       5.223179131,       8.302592228,       8.411354101,        11.6899436
          0,           0,         869,       5.197701698,       8.251476544,       8.374396203,       11.67303593
          0,           0,         870,       5.177771847,       8.276808985,       8.335619588,       11.69479752
          0,           0,         871,       5.167547725,       8.266541134,       8.323873309,       11.70503393
          0,           0,         872,       5.085642653,       8.155132819,       8.288251772,       11.68035931
          0,           0,         873,       5.077664542,       8.179062076,       8.280453628,       11.69764176
          0,           0,         874,       5.073561465,       8.181234701,       8.271183714,       11.68805813
          0,           0,         875,       5.046494623,       8.163844193,       8.243848335,       11.69066208
          0,           0,         876,       5.033441775,       8.163931822,       8.263771578,       11.67666079
          0,           0,         877,       5.023905415,       8.102034883,       8.208967258,       11.64084743
          0,           0,         878,       5.124535954,        8.26909407,       8.249032501,       11.66327498
          0,           0,         879,       5.054228937,       8.154300893,       8.220274444,       11.61615424
          0,           0,         880,       5.098307843,       8.182520995,       8.226719181,        11.6430725
          0,           0,         881,       5.141055337,       8.227776935,       8.239283782,        11.6842205
          0,           0,         882,       5.187957578,       8.266266966,       8.280124554,       11.68215786
          0,           0,         883,       5.117131642,       8.261495837,       8.222867429,       11.67212349
          0,           0,         884,       5.068292564,       8.155218286,       8.213652736,       11.64699957
          0,           0,         885,       5.085574086,       8.157526404,       8.218929527,       11.63907813
          0,           0,         886,       5.271032311,       8.535283621,       8.251676287,       11.76182079
          0,           0,         887,        5.21741956,       8.334932806,       8.269864191,       11.70169353
          0,           0,         888,       5.313803953,        8.41264752,       8.300377954,       11.72006895
          0,           0,         889,       5.373260307,       8.479554891,       8.303099667,       11.71227687
          0,           0,         890,       5.423914749,       8.534611518,       8.313362855,       11.70927345
          0,           0,         891,        5.50239572,       8.619067337,        8.38345236,        11.7227175
          0,           0,         892,       5.618809152,       8.736489614,       8.485971673,       11.79449717
          0,           0,         893,       5.611276004,       8.727953624,       8.491321767,       11.79462776
          0,           0,         894,       5.185567731,       8.250401264,       8.246558245,       11.65937983
          0,           0,         895,       5.240852268,        8.27410838,       8.215215399,       11.66647915
          0,           0,         896,       5.326391194,       8.347776081,       8.254834098,       11.71365625
          0,           0,         897,        5.34912257,       8.460443865,       8.264771762,       11.71122161
          0,           0,         898,       5.393725585,       8.508773155,       8.260514219,       11.71028696
          0,           0,         899,       5.557584469,       8.672499791,       8.334336261,        11.7567419
          0,           0,         900,       5.732586868,       8.848019096,        8.49243311,       11.85342048
          0,           0,         901,       5.796101725,       8.914492022,        8.55255506,       11.89071877
          0,           0,         902,       5.861165869,       8.981863939,       8.630928884,       11.95092977
          0,           0,         903,       5.921058084,       9.044559024,       8.708546932,       12.00195103
          0,           0,         904,       5.973304828,       9.099014424,       8.786766737,       12.05499392
          0,           0,         905,       5.629338487,       8.774068522,        8.44232675,       11.86728534
          0,           0,         906,       5.688191361,       8.813999637,       8.502508913,         11.861028
          0,           0,         907,       5.747746205,       8.878099237,       8.507958885,       11.89302596
          0,           0,         908,       5.838265415,       8.974244758,        8.55778405,       11.94783241
          0,           0,         909,       5.890722075,       9.029064195,       8.604188359,       11.99063507
          0,           0,         910,       5.942299954,       9.087925361,        8.64413798,       12.01599986
          0,           0,         911,       5.937088717,       9.082475649,       8.609695011,       12.01130073
          0,           0,         912,        5.93546446,       9.081164652,       8.624791227,       12.04221378
          0,           0,         913,       5.911806094,       9.049962023,       8.697867858,        12.0225329
          0,           0,         914,       5.896011486,       9.034764279,       8.724990745,       12.05110828
          0,           0,         915,       5.931302118,       9.066385582,        8.76164555,       12.10197862
          0,           0,         916,       5.874571313,       9.006267349,       8.632633423,       11.99840595
          0,           0,         917,        5.83487103,       8.964818061,       8.581133449,       11.98596185
          0,           0,         918,       5.826291456,       8.958360848,       8.511926602,       11.99142247
          0,           0,         919,       5.952732448,       9.085284318,        8.52461228,       12.05442639
          0,           0,         920,       5.812457146,       8.942713716,       8.530714538,       11.97275117
          0,           0,         921,       5.657466485,       8.788467214,       8.417691263,       11.90703615
          0,           0,         922,        5.74994171,        8.88254135,       8.397198164,       11.93661351
          0,           0,         923,       5.750969602,       8.883171705,       8.449592062,       11.95862028
          0,           0,         924,       5.713867272,       8.845309937,       8.500959321,       11.96142773
          0,           0,         925,       5.613036352,       8.739904215,       8.571162268,        11.9961612
          0,           0,         926,       5.515381272,       8.634650395,       8.694032292,       12.06098694
          0,           0,         927,       5.446479754,       8.559268044,       8.639838796,       12.03518778
          0,           0,         928,       5.441861622,       8.552102782,       8.680737168,       12.06318841
          0,           0,         929,       5.460813417,       8.561930187,       8.871027528,       12.22593205
          0,           0,         930,       5.537193349,        8.61482833,       9.024085026,       12.36610195
          0,           0,         931,        5.40160037,       8.509337144,       8.665490514,       12.08230555
          0,           0,         932,       5.409052593,       8.514175534,       8.690007297,        12.0804816
          0,           0,         933,         5.7425854,       8.923910798,       9.197946282,        12.4957666
          0,           0,         934,       5.457148156,       8.552813488,       8.805483343,       12.14469543
          0,           0,         935,       5.516125467,       8.598941268,       8.916109793,       12.23176007
          0,           0,         936,       5.612348451,       8.691114758,       9.088545395,       12.39721757
          0,           0,         937,       6.035483657,       9.116203462,       9.602745807,       12.91541395
          0,           0,         938,       5.530332314,       8.592843574,       8.820813903,       12.17232721
          0,           0,         939,       5.522445843,       8.608280828,       8.835692603,       12.16848088
          0,           0,         940,        5.53485231,       8.606152533,       8.907031368,       12.23286231
          0,           0,         941,       5.641394452,       8.752632166,       9.030162626,       12.34094335
          0,           0,         942,       5.556861166,       8.626442699,       8.909619231,       12.22227733
          0,           0,         943,       5.631519375,       8.641474698,         8.9261864,       12.16801113
          0,           0,         944,       5.565828984,       8.646877868,       8.887324243,       12.17904531
          0,           0,         945,       5.767356513,       8.836291399,       9.003470144,       12.24866522
          0,           0,         946,       5.647159167,       8.684648295,       9.019970863,       12.30021591
          0,           0,         947,        5.98908569,       9.128958459,       8.914145186,       12.24155936
          0,           0,         948,       5.598158284,       8.643975815,        8.86383491,       12.13067913
          0,           0,         949,       5.693972716,       8.699787055,       8.904355185,       12.12002901
          0,           0,         950,       5.712588342,       8.696870041,       8.953292436,       12.14673526
          0,           0,         951,       5.827154453,       8.814532048,       9.037484169,       12.17039481
          0,           0,         952,       7.086838477,       9.467674087,       10.38339573,        13.3845891
          0,           0,         953,       5.661673031,       8.607331514,       8.950357675,       12.21626501
          0,           0,         954,       5.627554545,       8.564290556,       8.903208797,       12.16320871
          0,           0,         955,       5.629345037,       8.557992277,       8.880638518,       12.11155382
          0,           0,         956,        5.63056359,       8.589063719,       8.901126702,       12.11866146
          0,           0,         957,       5.635834857,       8.622217398,       8.871255878,        12.1143763
          0,           0,         958,       5.749443159,       8.785497393,       8.931952363,        12.1501496
          0,           0,         959,       5.705138927,       8.649462849,       8.936165266,       12.16881125
          0,           0,         960,       5.706270437,        8.65276831,       9.078495623,        12.3705379
          0,           0,         961,       5.707026359,        8.63395437,       9.032651002,       12.32914768
          0,           0,         962,        5.76754605,       8.746280189,       9.255607737,        12.5774383
          0,           0,         963,        5.68743335,       8.698889646,       9.015958302,       12.30737465
          0,           0,         964,        5.66504852,       8.761218776,       8.968691511,       12.27451887
          0,           0,         965,       5.695029106,       8.848208595,       8.972723425,       12.29976917
          0,           0,         966,       5.616429151,       8.746510198,        8.93034199,        12.2882573
          0,           0,         967,       6.827516745,       10.33289222,        10.0791861,       13.65469903
          0,           0,         968,       5.836909338,       8.863475912,       9.361996032,       12.69747873
          0,           0,         969,       5.832963338,       8.859809178,        9.34356655,       12.67585605
          0,           0,         970,       6.293681809,       9.283689616,       9.887932838,       13.21675502
          0,           0,         971,       7.160980205,       10.14245912,       10.76814847,       14.09826004
          0,           0,         972,       5.982640629,       9.025307022,       9.435570649,       12.75285176
          0,           0,         973,       6.093081853,       9.166163346,       9.457261321,       12.74087829
          0,           0,         974,       6.259111829,       9.348720413,       9.631887055,       12.87653991
          0,           0,         975,       6.728479703,       9.809161186,       10.10798898,       13.29821921
          0,           0,         976,       6.013119429,       9.119909499,       9.334978976,       12.68430234
          0,           0,         977,       6.133332196,       9.176261632,       9.457513388,       12.77369288
          0,           0,         978,       6.220936219,       9.285539204,       9.478865996,       12.87336324
          0,           0,         979,       6.352172572,       9.412746938,         9.6795318,       13.05421851
          0,           0,         980,       6.613860796,       9.676405136,       10.03334164,        13.3658471
          0,           0,         981,       6.712107112,       9.795912626,       10.08485141,       13.40139351
          0,           0,         982,       7.189349008,        10.2883519,       10.48139339,       13.65856912
          0,           0,         983,       6.324156428,       9.399947071,       9.619329751,       13.09160115
          0,           0,         984,       6.634752518,       9.504098944,       9.503560197,       12.96214329
          0,           0,         985,       6.084521553,       9.088639293,       9.459414179,       12.99630648
          0,           0,         986,       6.160786881,       9.176066373,       9.424636105,       13.12867343
          0,           0,         987,       6.225099842,       9.256857772,       9.234862331,       13.21279296
          0,           0,         988,       6.195276869,       9.230646144,       9.216835166,       13.14717534
          0,           0,         989,       6.180698397,       9.222298903,       9.231459332,       13.11740924
          0,           0,         990,       6.166784786,       9.223303057,       9.221016099,       13.10973699
          0,           0,         991,       6.289113911,        9.47368606,       9.335539725,       13.11413166
          0,           0,         992,       6.160282753,       9.285151136,       9.205696079,       13.09611093
          0,           0,         993,       6.113076522,       9.200995957,       9.198277556,       13.05501134
          0,           0,         994,       6.111448521,       9.163430222,       9.258123262,       13.03068237
          0,           0,         995,       6.106966666,       9.139041104,       9.289071025,       13.03285783
          0,           0,         996,       6.147200936,       9.160031991,       9.444278372,        13.0944465
          0,           0,         997,       6.171265958,       9.171901696,       9.431279327,       13.13250228
          0,           0,         998,       6.200748911,       9.181667893,       9.559854833,       13.17197122
          0,           0,         999,       6.286857181,        9.29272154,       9.691780397,       13.20631962
          0,           0,        1000,       6.257509154,       9.239681253,         9.6963002,       13.19951994
          0,           0,        1001,       6.227607433,       9.185649702,       9.635620332,        13.1674015
          0,           0,        1002,       6.269129782,       9.226521491,       9.710608742,       13.21616444
          0,           0,        1003,       6.392768458,       9.350633976,       9.896676368,       13.33322264
          0,           0,        1004,       6.298756852,       9.229156583,       9.657235067,       13.23317039
          0,           0,        1005,       6.361893028,       9.301953948,        9.80843715,        13.2898636
          0,           0,        1006,       6.451299808,         9.3833218,       9.956661052,       13.37018803
          0,           0,        1007,       6.485126364,       9.420977165,       10.00469572,       13.40677564
          0,           0,        1008,       6.828133222,       9.806143682,       10.41435452,       13.76280295
          0,           0,        1009,       7.039071491,       10.02466079,       10.63582132,       13.97358941
          0,           0,        1010,       6.521915815,       9.438892019,       9.924157693,       13.38519226
          0,           0,        1011,       6.796151121,       9.725912795,       10.33141733,       13.67480362
          0,           0,        1012,        6.69103077,       9.475519274,       10.09301277,       13.40946864
          0,           0,        1013,       6.754534815,       9.500767583,       10.14841576,       13.40857401
          0,           0,        1014,       6.854113166,       9.565788972,       10.24201151,       13.44808421
          0,           0,        1015,        6.61370622,        9.49818627,       10.06934269,       13.44182793
          0,           0,        1016,       6.599413069,       9.458617315,       10.02110735,        13.4018219
          0,           0,        1017,        6.66087912,        9.53496423,       10.11311365,       13.47540023
          0,           0,        1018,         6.7069188,       9.552362512,        10.1383093,       13.48393123
          0,           0,        1019,       6.798854588,        9.58846476,       10.20515854,       13.49740296
          0,           0,        1020,       6.878209908,       9.689646817,       10.31253853,       13.59648191
          0,           0,        1021,       7.093069268,        9.79962797,       10.48207796,       13.66734479
          0,           0,        1022,       6.767941882,       9.645842889,       10.23383152,       13.57737749
          0,           0,        1023,       6.786319466,       9.660443068,       10.23429021,       13.57465619
          0,           0,        1024,       6.800497486,       9.651385681,       10.24835461,       13.57261642
          0,           0,        1025,       6.866900567,       9.678154062,       10.28789347,        13.5825734
          0,           0,        1026,       6.998775387,       9.743777639,       10.38419181,       13.61557215
          0,           0,        1027,       7.129973165,       9.826942082,       10.48686557,       13.65770405
          0,           0,        1028,        7.46730436,       10.10331905,       10.78788739,       13.85060071
          0,           0,        1029,       6.937861185,       9.906055345,       10.43941708,       13.85271943
          0,           0,        1030,       6.898181182,       9.679538454,       10.26158041,       13.56700806
          0,           0,        1031,       6.925451271,        9.70161397,       10.28895207,       13.56770791
          0,           0,        1032,       6.980190168,       9.730544517,       10.33716002,       13.58013199
          0,           0,        1033,       7.055600196,        9.77987639,       10.40775834,        13.6102871
          0,           0,        1034,       7.176543005,       9.867522902,       10.52461984,       13.66968964
          0,           0,        1035,       7.406162975,       10.06859391,       10.75246906,       13.83737289
          0,           0,        1036,       7.094686486,       9.809899252,       10.39505736,       13.60453864
          0,           0,        1037,        7.15455493,       9.855167173,       10.45800684,       13.63010631
          0,           0,        1038,       7.255869656,       9.936040014,       10.56341586,       13.68314571
          0,           0,        1039,       7.431383974,        10.0919064,       10.74429356,       13.80914778
          0,           0,        1040,       7.829745266,        10.4751568,       11.14750299,       14.18330285
          0,           0,        1041,       7.266583715,       9.938828105,       10.52291509,       13.64471193
          0,           0,        1042,       7.323518531,       10.00214176,        10.6025922,       13.71712943
          0,           0,        1043,       7.407274898,       10.07381459,        10.6897051,        13.7571087
          0,           0,        1044,       7.542296077,       10.20094476,       10.84127872,       13.91225493
          0,           0,        1045,       7.365045177,       10.03742728,       10.65588617,       13.80617779
          0,           0,        1046,       7.440510867,       10.11287995,       10.74652904,       13.87235622
          0,           0,        1047,       7.213915673,       9.918484503,       10.59654518,       13.82251735
          0,           0,        1048,       7.203465174,       9.916702297,       10.53258594,        13.7180454
          0,           0,        1049,       7.220114433,       9.940884152,          10.56201,       13.73855247
          0,           0,        1050,       7.159434643,        9.94086881,       10.53465844,        13.7826943
          0,           0,        1051,       7.153069127,       9.899569391,       10.51993134,       13.72133771
          0,           0,        1052,       7.080236272,       9.840023716,       10.48499023,       13.71945252
          0,           0,        1053,       7.067312639,       9.848852726,       10.42947903,       13.67333921
          0,           0,        1054,       7.046780074,       9.846997977,       10.38587892,       13.63836583
          0,           0,        1055,        7.03667156,       9.898055719,       10.42798816,       13.71888852
          0,           0,        1056,       7.048897832,       9.918875619,       10.44417208,       13.69332737
          0,           0,        1057,       6.926118245,       9.801659571,       10.28975643,       13.58646914
          0,           0,        1058,       6.896358054,       9.786397877,       10.27376115,       13.56428456
          0,           0,        1059,       6.887433305,       9.791429581,       10.30130056,       13.58286841
          0,           0,        1060,       6.851769093,       9.774366678,       10.28356449,       13.60022335
          0,           0,        1061,       6.809391541,       9.724963976,       10.22689168,       13.57185296
          0,           0,        1062,       6.795082562,        9.70308394,       10.21745533,       13.55979676
          0,           0,        1063,       6.842394849,       9.757004364,       10.21682252,       13.62061829
          0,           0,        1064,        6.87960051,       9.791327953,       10.23106595,       13.69166991
          0,           0,        1065,       7.054806223,        9.93104101,       10.35500094,       13.76292248
          0,           0,        1066,       6.975839795,       9.874112387,       10.26962005,         13.789504
          0,           0,        1067,       7.128668676,       10.00711045,       10.31591214,       13.83389383
          0,           0,        1068,       7.060657724,       9.959241228,       10.27933108,       13.85376884
          0,           0,        1069,       6.821644558,       9.766492611,       10.25113752,       13.77757751
          0,           0,        1070,       6.814837893,       9.758750004,        10.2496071,       13.73822991
          0,           0,        1071,       6.839681446,       9.798659672,       10.27170379,        13.7686039
          0,           0,        1072,       6.970903333,       9.939102452,       10.46339584,       13.90611663
          0,           0,        1073,       6.966172941,       9.932821226,       10.45398002,       13.89204451
          0,           0,        1074,        6.92807926,       9.908677162,       10.44976761,        13.8775497
          0,           0,        1075,       6.919178055,       9.905883395,        10.4497623,       13.86552819
          0,           0,        1076,       6.913275631,       9.899320165,       10.44984113,       13.86149075
          0,           0,        1077,       6.924629483,       9.908712394,       10.46592855,       13.87779401
          0,           0,        1078,       6.767720999,       9.739308008,        10.1596878,       13.74871747
          0,           0,        1079,       6.778828231,       9.764650617,       10.15860484,       13.74781863
          0,           0,        1080,       6.768856074,       9.760337171,       10.11835855,       13.75257141
          0,           0,        1081,       6.818113662,       9.807008647,       10.15723199,       13.80286345
          0,           0,        1082,       6.785642059,       9.764035705,       10.10073494,       13.77036184
          0,           0,        1083,       6.737460348,       9.710121125,       10.11785561,       13.72708907
          0,           0,        1084,       6.788024187,        9.72951658,       10.14373942,       13.75855108
          0,           0,        1085,       6.846768595,       9.766410967,       10.18197519,       13.83415679
          0,           0,        1086,       6.846303047,       9.800751619,       10.18953728,       13.80886843
          0,           0,        1087,       6.871404625,       9.827921426,       10.23320845,       13.83262673
          0,           0,        1088,       6.823393447,       9.818380373,        10.1477521,        13.8079594
          0,           0,        1089,       6.774332405,       9.755609038,       10.11389035,        13.7634942
          0,           0,        1090,       6.756871159,       9.731294499,        10.1112706,       13.75693063
          0,           0,        1091,       6.786347677,       9.739480988,       10.16869149,       13.78510635
          0,           0,        1092,       6.838711666,       9.821551693,       10.27295636,       13.83445241
          0,           0,        1093,       7.555089262,        10.7586136,        11.2595658,       14.71114888
          0,           0,        1094,       6.825801151,        9.89699247,        10.2861588,        13.8403043
          0,           0,        1095,        6.83364186,       9.916777965,       10.28731975,       13.84336261
          0,           0,        1096,       6.809979683,       9.849666972,       10.24113974,       13.80091259
          0,           0,        1097,       6.803041945,       9.819869778,       10.21031763,       13.78487284
          0,           0,        1098,       6.829878443,       9.859494357,       10.24854071,        13.8075074
          0,           0,        1099,       6.778305556,       9.826681105,       10.28314491,       13.76950942
